무인교통단속카메라관리번호,시도명,시군명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
지민35,경기도,광명시,시도,,디지털로,03,경기도 광명시 디지털로 56,경기도 광명시 철산동 634,37.4703615110,126.8739953717,철산한신A사거리앞 주변,04,0,,2011,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민38,경기도,광명시,시도,,기아로,03,경기도 광명시 기아로 18,경기도 광명시 소하동 1240,37.4362786341,126.8815773430,소하동 기아로18 앞 주변,04,0,,2012,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민56,경기도,광명시,시도,,덕안로,03,,경기도 광명시 일직동   544,37.4186912476,126.8836535295,KTX A주차장2,04,0,,2015,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민77,경기도,광명시,시도,,덕안로,03,,경기도 광명시 일직동   531,37.4214331958,126.8825838907,트리플타워 주변,04,0,,2018,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
6,경기도,광명시,시도,,안양천로,01,,경기도 광명시 철산동   371,37.4727738421,126.8772733426,철산대교사거리,01+02,50,,2010,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
10,경기도,광명시,시도,,서독로,01,경기도 광명시 가학로 84,경기도 광명시 가학동   270,37.4158777153,126.8588770055,가학동 270,01+02,60,,,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
14,경기도,광명시,시도,,광명로,02,,경기도 광명시 노온사동   393-11,37.4413614989,126.8465912113,능촌사거리,01+02,60,,2011,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
G3699,경기도,광명시,시도,,안양천로,03,,경기도 광명시 철산동 34,37.488109,126.869862,우성아파트입구삼거리(고척스카이돔→소하리),02,50,99,2020,경기도남부경찰청,031-888-3652,2023-11-01
G3188,경기도,광명시,지방도,45,서독로,03,,경기도 광명시 일직동 513-2,37.415092,126.881525,광명역써밋플레이스아파트앞(빛가온초교)(광명역→학온동),02,50,02,2019,경기도남부경찰청,031-888-3652,2023-11-01
G3189,경기도,광명시,지방도,45,광명역로,03,,경기도 광명시 일직동 539,37.416196,126.886227,광명역센트럴자이오피스텔앞삼거리(광명역IC→코스트코),02,50,99,2019,경기도남부경찰청,031-888-3652,2023-11-01
G4421,경기도,광명시,시도,,오리로,03,경기도 광명시 덕안로 16,경기도 광명시 일직동 277,37.418005,126.879519,호봉골입구사거리(광명시청→안양),02,50,99,2020,경기도남부경찰청,031-888-3652,2023-11-01
G2279,경기도,광명시,시도,,광명로,03,경기도 광명시 광명로 334,경기도 광명시 노온사동 672,37.430649,126.846997,에쓰-오일대북주유소 100m전 지점(시흥→광명IC),01,50,99,2019,경기도남부경찰청,031-888-3652,2023-11-01
G0074,경기도,광명시,시도,,하안로,03,,경기도 광명시 소하동 610-18,37.43862403,126.8946631,기아교차로(광명시청→광명역),02,50,99,2017,경기도남부경찰청,031-888-3652,2023-11-01
G0075,경기도,광명시,시도,,기아로,03,,경기도 광명시 소하동 610-18,37.43900195,126.8949249,기아교차로(기아대교→기아소하리공장),02,50,99,2017,경기도남부경찰청,031-888-3652,2023-11-01
지민75,경기도,광명시,시도,,양달로,03,경기도 광명시 양달로 7,경기도 광명시 일직동 519,37.4137044127,126.8800981021,일직동푸르지오정문,04,0,,2018,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민76,경기도,광명시,시도,,소하로,03,경기도 광명시 소하로92번길 12,경기도 광명시 소하동 1342-3,37.44696558,126.8823143876,소하람오피스텔,04,0,,2018,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민78,경기도,광명시,시도,,광명역로,03,,경기도 광명시 일직동   539,37.4172683227,126.8864690838,파크자이2차 주변,04,0,,2018,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민79,경기도,광명시,시도,,오리로,03,,경기도 광명시 일직동   228-1,37.4184747791,126.8798939310,태영데시앙104동앞사거리,04,0,,2020,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민80,경기도,광명시,시도,,신기로,03,,경기도 광명시 일직동   532,37.4203180699,126.8825953892,태영데시앙 입구 앞1,04,0,,2020,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민81,경기도,광명시,시도,,신기로,03,,경기도 광명시 일직동   532,37.4203180699,126.8825953892,태영데시앙 입구 앞2,04,0,,2020,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민6,경기도,광명시,시도,,시청로,03,경기도 광명시 시청로 11,경기도 광명시 철산동 463-92,37.4780055986,126.8633862148,광명시청,04,0,,2006,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민7-1,경기도,광명시,시도,,광명로,03,경기도 광명시 광명로 808,경기도 광명시 광명동 374-9,37.4715204945,126.8505110443,경기빌딩,04,0,,,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민8,경기도,광명시,시도,,범안로,03,경기도 광명시 범안로 1060,경기도 광명시 하안동 53-3,37.4626043322,126.8806619769,남전빌딩,04,0,,2006,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
H7654,경기도,광명시,시도,,광명로,03,경기도 광명시 광명로 276,경기도 광명시 노온사동 944번지,37.425502,126.84538,학온농협앞교차로(능촌사거리→가학삼거리),02,60,99,2023,경기도남부경찰청,031-888-3652,2023-11-01
H7655,경기도,광명시,시도,,광명로,03,,경기도 광명시 노온사동 산35-3,37.453308,126.844631,밤일로사거리(광남사거리→능촌사거리),02,60,99,2023,경기도남부경찰청,031-888-3652,2023-11-01
G1261,경기도,광명시,시도,,덕안로,03,,경기도 광명시 일직동 183-1,37.419167,126.883843,광명역 A주차장앞(롯데아울렛광명점→빛가온초등학교),01,50,99,2018,경기도남부경찰청,031-888-3652,2023-11-01
F9880,경기도,광명시,시도,,덕안로,03,,경기도 광명시 일직동 514-2,37.42241092,126.8857974,코스트코앞사거리(광명역→기아자동차소하리공장),02,60,99,2017,경기도남부경찰청,031-888-3652,2023-11-01
G8644,경기도,광명시,시도,,범안로,03,,경기도 광명시 노온사동 340-8,37.4417965,126.8407413,SK광명제일주유소 맞은편(광명우체국→부천),01,60,99,2021,경기도남부경찰청,031-888-3652,2023-11-01
지민4,경기도,광명시,시도,,오리로,03,경기도 광명시 오리로 953,경기도 광명시 광명동 158-487,37.4784235256,126.8570968839,웰치과,04,0,,2006,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민5,경기도,광명시,시도,,광명로,03,경기도 광명시 광명로 845,경기도 광명시 광명동 290-1,37.4746785015,126.8520613587,새마을시장,04,0,,2006,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
H4148,경기도,광명시,시도,,하안로,03,경기도 광명시 하안로 392,경기도 광명시 철산동 555번지,37.468996,126.874717,철산초교앞(소하IC→복개천삼거리),02,30,02,2022,경기도남부경찰청,031-888-3652,2023-11-01
F9867,경기도,광명시,시도,,하안로,03,,경기도 광명시 소하동 548-4,37.44209252,126.8949242,소하지하차도 전 150m지점(광명시청→광명역),01,50,99,2017,경기도남부경찰청,031-888-3652,2023-11-01
지민29,경기도,광명시,시도,,소하로,03,경기도 광명시 소하로 77,경기도 광명시 소하동 1339,37.4479134480,126.8840450240,골든프라자,04,0,,2011,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민30,경기도,광명시,시도,,소하로,03,경기도 광명시 소하로 88,경기도 광명시 소하동 1341-3,37.4469424601,126.8833475580,이마트,04,0,,2011,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민31-1,경기도,광명시,시도,,소하로,03,경기도 광명시 소하로 109,경기도 광명시 소하동 1337-10,37.4459725659,126.8855152,그린파크,04,0,,2011,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민33,경기도,광명시,시도,,금하로,03,경기도 광명시 금하로 537,경기도 광명시 소하동 34-72,37.45162072,126.8915943542,소하동 신촌마을 버스정류장 앞 주변,04,0,,2011,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민34,경기도,광명시,시도,,광덕산로,03,경기도 광명시 광덕산로 35-1,경기도 광명시 하안동 771,37.4712126079,126.8722359621,철산우체국,04,0,,2011,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민36,경기도,광명시,시도,,오리로,03,경기도 광명시 오리로 855,경기도 광명시 철산동 480,37.4746425338,126.8664969518,철산21세기약국앞 주변,04,0,,2011,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민37,경기도,광명시,시도,,광명로,03,경기도 광명시 광명로 877,경기도 광명시 광명동 200-6,37.4779125008,126.8531510639,광명동 한진상가 앞 주변,04,0,,2011,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민39,경기도,광명시,시도,,오리로,03,경기도 광명시 오리로 653,경기도 광명시 하안동 302-11,37.4593998025,126.8768063589,하안동 동부새마을금고 앞 주변,04,0,,2012,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민10,경기도,광명시,시도,,범안로,03,경기도 광명시 범안로 1039,경기도 광명시 하안동 34-11,37.4621106528,126.8782619519,삼호빌딩,04,0,,2006,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
지민11,경기도,광명시,시도,,오리로,03,경기도 광명시 오리로 383,경기도 광명시 소하동 913-4,37.4367169956,126.8793671624,소하동 진로마트 주변,04,0,,2006,경기도 광명시청 지도민원과,02-2680-2665,2022-09-23
F9498,경기도,광명시,시도,,오리로,03,,경기도 광명시 일직동 229-3,37.41809898,126.8799322,호봉골사거리(양지사거리→이케아광명점),02,60,99,2016,경기도남부경찰청,031-888-3652,2023-11-01
27,경기도,광명시,시도,,하안로,02,,경기도 광명시 소하동   547-2,37.4422191616,126.8950978615,소하지하차도 앞,01,50,,2017,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
28,경기도,광명시,시도,,덕안로,01,,경기도 광명시 일직동   514-2,37.4224862725,126.8860948256,코스트코옆사거리,01+02,50,,2017,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
29,경기도,광명시,시도,,덕안로,02,,경기도 광명시 일직동   544,37.4186912476,126.8836535295,광명역A주차장 출입구 건너편,01,50,,2017,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
30,경기도,광명시,시도,,기아로,02,,경기도 광명시 소하동   610-18,37.4386993518,126.8949813888,기아교차로,01+02,50,,2018,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
31,경기도,광명시,시도,,기아로,01,,경기도 광명시 소하동   610-18,37.4386993518,126.8949813888,기아교차로,01+02,50,,2018,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
33,경기도,광명시,시도,,광명역로,01,경기도 광명시 광명역로 28,경기도 광명시 일직동 517,37.4178943595,126.8884122712,광명역센트럴자이오피스텔 앞,01+02,50,,2019,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
34,경기도,광명시,시도,,서독로,02,,경기도 광명시 일직동   513-2,37.4152637983,126.8814247323,일직동 513-2,01+02,50,02,2019,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
35,경기도,광명시,시도,,안양천로,02,,경기도 광명시 철산동   460,37.4825490339,126.8717800310,우성아파트입구삼거리,01+02,60,,2019,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
37,경기도,광명시,시도,,철산로,01,경기도 광명시 철산로 62,경기도 광명시 철산동 449-2,37.4771571903,126.8730645985,광성초교사거리,01+02,50,02,2020,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
38,경기도,광명시,시도,,광명로,01,,경기도 광명시 노온사동   669-2,37.4302780457,126.8468682039,대복주유소 앞,01,60,,2019,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
지민2,경기도,광명시,시도,,오리로,03,경기도 광명시 오리로 964,경기도 광명시 광명동 150-15,37.4791028119,126.8562187123,광명시장,04,0,,2006,경기도 광명시청 도시교통과,02-2680-2665,2022-09-23
1,경기도,광명시,시도,,범안로,01,,경기도 광명시 하안동   386,37.4493558869,126.8631202247,광명시 하안동 386 앞,01,60,,,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
2,경기도,광명시,시도,,범안로,02,,경기도 광명시 노온사동   457-25,37.4453331080,126.8585692834,노온사저수지 주변,01,60,,,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
3,경기도,광명시,시도,,덕안로,01,,경기도 광명시 소하동   1401,37.4323105821,126.8867244365,휴먼시아5단지 503동 앞 충현초교삼거리,01,60,,,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
4,경기도,광명시,시도,,광명로,01,경기도 광명시 광명로 550,경기도 광명시 노온사동 216-2,37.4495745406,126.8457965159,조선곰탕앞삼거리,01+02,60,,2009,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
5,경기도,광명시,시도,,금오로,01,,경기도 광명시 옥길동   366-1,37.4613061832,126.8322060647,광명시 옥길동 366-1 앞,01+02,60,,2010,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
7,경기도,광명시,시도,,하안로,01,,경기도 광명시 소하동   40-3,37.4509278319,126.8894414568,신촌사거리,01+02,50,,2011,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
8,경기도,광명시,시도,,오리로,01,,경기도 광명시 소하동   381-1,37.4385302544,126.8791927158,서면초교 앞,01+02,50,02,2011,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
9,경기도,광명시,시도,,서독로,02,경기도 광명시 양달로20번길 1,경기도 광명시 일직동 520,37.4145281149,126.8816089970,양지마을 사거리,01+02,50,02,2011,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
11,경기도,광명시,시도,,금하로,01,,경기도 광명시 소하동   180-4,37.4486577266,126.8788647086,가리대마을 앞,01+02,60,,2011,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
12,경기도,광명시,시도,,금하로,02,,경기도 광명시 하안동   360-12,37.4515601476,126.8644058611,범안사거리,01+02,60,,2011,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
13,경기도,광명시,시도,,광명로,02,,경기도 광명시 가학동   896-5,37.4069598571,126.8534636941,가학동 896-5,01+02,60,,,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
15,경기도,광명시,시도,,안양천로,01,,경기도 광명시 하안동   710,37.4696271499,126.8798403249,하안배수펌프장삼거리,01+02,60,,,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
16,경기도,광명시,시도,,오리로,02,경기도 광명시 금당로 11-7,경기도 광명시 하안동 297,37.4585500717,126.8789116394,금뎅이사거리,01+02,50,01,2012,경기도 광명시청 도시교통과,02-2680-2585,2022-09-23
